ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,ARO Category,drug_class_list,ARO Accession_encoded,Model Name_encoded,ARO Name_encoded,CARD Short Name_encoded,AMR Gene Family_encoded,Drug Class_encoded,Resistance Mechanism_encoded,ARO Category_encoded,drug_class_list_encoded
ARO:3004635,42624,8368,3334,AAC(6')-Il,AAC(6')-Il,AAA90937.1,U13880.2,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Il,,aminoglycoside antibiotic,2848,82,82,76,17,13,5,-1,1
ARO:3004629,42615,5375,3328,AAC(6')-Im,AAC(6')-Im,AAK63041.1,AF337947.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Im,,aminoglycoside antibiotic,2842,83,83,77,17,13,5,-1,1
ARO:3002559,38959,5237,1653,AAC(6')-Ip,AAC(6')-Ip,CAA91010.1,Z54241.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Ip,,aminoglycoside antibiotic,1649,84,84,78,17,13,5,-1,1
ARO:3002560,38960,343,1327,AAC(6')-Iq,AAC(6')-Iq,AAC25500.1,AF047556.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Iq,,aminoglycoside antibiotic,1650,85,85,79,17,13,5,-1,1
ARO:3002561,38961,581,1821,AAC(6')-Ir,AAC(6')-Ir,AAD03490.1,AF031326.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Ir,,aminoglycoside antibiotic,1651,86,86,80,17,13,5,-1,1
ARO:3002562,38962,669,544,AAC(6')-Is,AAC(6')-Is,AAD03491.1,AF031327.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Is,,aminoglycoside antibiotic,1652,87,87,81,17,13,5,-1,1
ARO:3002563,38963,705,967,AAC(6')-Isa,AAC(6')-Isa,BAD10948.2,AB116646.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Isa,,aminoglycoside antibiotic,1653,88,88,82,17,13,5,-1,1
ARO:3002564,38964,736,1674,AAC(6')-It,AAC(6')-It,AAD03492.1,AF031328.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-It,,aminoglycoside antibiotic,1654,89,89,83,17,13,5,-1,1
ARO:3002565,38965,27,110,AAC(6')-Iu,AAC(6')-Iu,AAD03493.1,AF031329.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Iu,,aminoglycoside antibiotic,1655,90,90,84,17,13,5,-1,1
ARO:3002566,38966,81,784,AAC(6')-Iv,AAC(6')-Iv,AAD03494.1,AF031330.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Iv,,aminoglycoside antibiotic,1656,91,91,85,17,13,5,-1,1
ARO:3002567,38967,139,1271,AAC(6')-Iw,AAC(6')-Iw,AAD03495.1,AF031331.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Iw,,aminoglycoside antibiotic,1657,92,92,86,17,13,5,-1,1
ARO:3002568,38968,170,1939,AAC(6')-Ix,AAC(6')-Ix,AAD03496.1,AF031332.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Ix,,aminoglycoside antibiotic,1658,93,93,87,17,13,5,-1,1
ARO:3002569,38969,397,360,AAC(6')-Iy,AAC(6')-Iy,AAF03531.1,AF144880.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Iy,,aminoglycoside antibiotic,1659,94,94,88,17,13,5,-1,1
ARO:3002570,38970,205,1995,AAC(6')-Iz,AAC(6')-Iz,AAD52985.1,AF140221.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Iz,,aminoglycoside antibiotic,1660,95,95,89,17,13,5,-1,1
ARO:3002628,39028,6244,1562,aad(6),aad(6),AAU10334.1,AY712687.1,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,aad(6),,aminoglycoside antibiotic,1717,5824,5822,5823,38,13,5,-1,1
ARO:3002601,39001,5220,650,aadA,aadA,AAO49597.1,AF550679.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA,,aminoglycoside antibiotic,1691,5825,5823,5824,36,13,5,-1,1
ARO:3004692,42744,5586,3398,aadA10,aadA10,AAL36430.1,U37105.2,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA10,,aminoglycoside antibiotic,2901,5826,5824,5825,36,13,5,-1,1
ARO:3002611,39011,13,1772,aadA11,aadA11,AAV32840.1,AY758206.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA11,,aminoglycoside antibiotic,1700,5827,5825,5826,36,13,5,-1,1
ARO:3002612,39012,57,149,aadA12,aadA12,ACJ47200.1,FJ381668.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA12,,aminoglycoside antibiotic,1701,5828,5826,5827,36,13,5,-1,1
ARO:3002613,39013,5258,2087,aadA13,aadA13,ABW91178.1,EU746499.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA13,,aminoglycoside antibiotic,1702,5829,5827,5828,36,13,5,-1,1
ARO:3002614,39014,4676,1839,aadA14,aadA14,CAI57696.1,AJ884726.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA14,,aminoglycoside antibiotic,1703,5830,5828,5829,36,13,5,-1,1
ARO:3002615,39015,116,1162,aadA15,aadA15,ABD58917.1,DQ393783.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA15,,aminoglycoside antibiotic,1704,5831,5829,5830,36,13,5,-1,1
ARO:3002616,39016,8226,1762,aadA16,aadA16,ACF17980.1,EU675686.2,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA16,,aminoglycoside antibiotic,1705,5832,5830,5831,36,13,5,-1,1
ARO:3002617,39017,8152,502,aadA17,aadA17,ACK43806.1,FJ460181.2,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA17,,aminoglycoside antibiotic,1706,5833,5831,5832,36,13,5,-1,1
ARO:3002602,39002,3404,1227,aadA2,aadA2,AAF27727.1,AF156486.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA2,,aminoglycoside antibiotic,1692,5834,5832,5833,36,13,5,-1,1
ARO:3002618,39018,195,584,aadA21,aadA21,AAN87151.1,AY171244.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA21,,aminoglycoside antibiotic,1707,5835,5833,5834,36,13,5,-1,1
ARO:3002619,39019,238,1392,aadA22,aadA22,CAK12750.1,AM261837.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA22,,aminoglycoside antibiotic,1708,5836,5834,5835,36,13,5,-1,1
ARO:3002620,39020,280,69,aadA23,aadA23,CAH10847.1,AJ809407.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA23,,aminoglycoside antibiotic,1709,5837,5835,5836,36,13,5,-1,1
ARO:3002621,39021,330,1682,aadA24,aadA24,ABG72894.1,DQ677333.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA24,,aminoglycoside antibiotic,1710,5838,5836,5837,36,13,5,-1,1
ARO:3003197,39780,3329,642,aadA25,aadA25,AET15272.1,CP003022.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA25,,aminoglycoside antibiotic,2172,5839,5837,5838,36,13,5,-1,1
ARO:3004682,42731,5567,3381,aadA27,aadA27,CTQ57092.1,LN873256.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA27,,aminoglycoside antibiotic,2891,5840,5838,5839,36,13,5,-1,1
ARO:3002603,39003,8168,1539,aadA3,aadA3,AAC14728.1,AF047479.2,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA3,,aminoglycoside antibiotic,1693,5841,5839,5840,36,13,5,-1,1
ARO:3002604,39004,408,120,aadA4,aadA4,AAN34365.1,AY138986.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA4,,aminoglycoside antibiotic,1694,5842,5840,5841,36,13,5,-1,1
ARO:3002605,39005,471,1420,aadA5,aadA5,AAF17880.1,AF137361.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA5,,aminoglycoside antibiotic,1695,5843,5841,5842,36,13,5,-1,1
ARO:3002606,39006,199,2009,aadA6,aadA6,CAJ32504.1,AM087411.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA6,,aminoglycoside antibiotic,1696,5844,5842,5843,36,13,5,-1,1
ARO:3002622,39022,409,1242,aadA6/aadA10,aadA6/aadA10,CAJ32491.1,AM087405.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA6/aadA10,,aminoglycoside antibiotic,1711,5845,5843,5844,36,13,5,-1,1
ARO:3002607,39007,516,1464,aadA7,aadA7,BAD00739.1,AB114632.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA7,,aminoglycoside antibiotic,1697,5846,5844,5845,36,13,5,-1,1
ARO:3002608,39008,558,2043,aadA8,aadA8,AAN41439.1,AY139603.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA8,,aminoglycoside antibiotic,1698,5847,5845,5846,36,13,5,-1,1
ARO:3004704,42757,5587,3399,aadA8b,aadA8b,CAJ13568.1,AM040708.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA8b,,aminoglycoside antibiotic,2909,5848,5846,5847,36,13,5,-1,1
ARO:3002609,39009,4491,323,aadA9,aadA9,ABG49324.1,DQ390458.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA9,,aminoglycoside antibiotic,1699,5849,5847,5848,36,13,5,-1,1
ARO:3002627,39027,4533,426,aadK,aadK,CAB14620.1,AL009126.1,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,aadK,,aminoglycoside antibiotic,1716,5850,5848,5849,38,13,5,-1,1
ARO:3004683,42732,5568,3382,aadS,aadS,AAA27459.1,M72415.1,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,aadS,,aminoglycoside antibiotic,2892,5851,5849,5850,38,13,5,-1,1
ARO:3007669,46449,8732,6002,aadT,aadT,AMD83542.1,KT852971.1,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic,antibiotic efflux,aadT,,disinfecting agents and antiseptics,5160,5852,5850,5851,474,83,0,-1,10
ARO:3007669,46449,8732,6002,aadT,aadT,AMD83542.1,KT852971.1,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic,antibiotic efflux,aadT,,macrolide antibiotic,5160,5852,5850,5851,474,83,0,-1,18
ARO:3007669,46449,8732,6002,aadT,aadT,AMD83542.1,KT852971.1,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic,antibiotic efflux,aadT,,tetracycline antibiotic,5160,5852,5850,5851,474,83,0,-1,44
ARO:3006863,45325,6497,4122,AAK-1,AAK-1,WP_194293132.1,NG_070893.1,AAK beta-lactamase,carbapenem,antibiotic inactivation,AAK-1,,carbapenem,4782,96,96,95,19,41,5,-1,5
ARO:3003942,40695,4691,2416,abcA,abcA,XP_753111.1,XM_748018.1,ATP-binding cassette (ABC) antibiotic efflux pump,cephalosporin;moenomycin antibiotic;penicillin beta-lactam;peptide antibiotic,antibiotic efflux,abcA,,cephalosporin,2562,5853,5851,5852,51,64,0,-1,6
ARO:3003942,40695,4691,2416,abcA,abcA,XP_753111.1,XM_748018.1,ATP-binding cassette (ABC) antibiotic efflux pump,cephalosporin;moenomycin antibiotic;penicillin beta-lactam;peptide antibiotic,antibiotic efflux,abcA,,moenomycin antibiotic,2562,5853,5851,5852,51,64,0,-1,19
ARO:3003942,40695,4691,2416,abcA,abcA,XP_753111.1,XM_748018.1,ATP-binding cassette (ABC) antibiotic efflux pump,cephalosporin;moenomycin antibiotic;penicillin beta-lactam;peptide antibiotic,antibiotic efflux,abcA,,penicillin beta-lactam,2562,5853,5851,5852,51,64,0,-1,29
ARO:3003942,40695,4691,2416,abcA,abcA,XP_753111.1,XM_748018.1,ATP-binding cassette (ABC) antibiotic efflux pump,cephalosporin;moenomycin antibiotic;penicillin beta-lactam;peptide antibiotic,antibiotic efflux,abcA,,peptide antibiotic,2562,5853,5851,5852,51,64,0,-1,30
ARO:3000753,37133,8212,1368,abeM,abeM,BAD89844.2,AB204810.2,multidrug and toxic compound extrusion (MATE) transporter,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,abeM,,disinfecting agents and antiseptics,140,5854,5852,5853,480,75,0,-1,10
ARO:3000753,37133,8212,1368,abeM,abeM,BAD89844.2,AB204810.2,multidrug and toxic compound extrusion (MATE) transporter,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,abeM,,fluoroquinolone antibiotic,140,5854,5852,5853,480,75,0,-1,12
ARO:3000768,37148,4569,593,abeS,abeS,ACJ59254.1,CP001172.1,small multidrug resistance (SMR) antibiotic efflux pump,aminocoumarin antibiotic;macrolide antibiotic,antibiotic efflux,abeS,,aminocoumarin antibiotic,141,5855,5853,5854,514,10,0,-1,0
ARO:3000768,37148,4569,593,abeS,abeS,ACJ59254.1,CP001172.1,small multidrug resistance (SMR) antibiotic efflux pump,aminocoumarin antibiotic;macrolide antibiotic,antibiotic efflux,abeS,,macrolide antibiotic,141,5855,5853,5854,514,10,0,-1,18
ARO:3001815,38215,856,1663,ACC-1,ACC-1,CAB46491.1,AJ133121.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1,,cephalosporin,949,97,97,96,20,66,5,-1,6
ARO:3001815,38215,856,1663,ACC-1,ACC-1,CAB46491.1,AJ133121.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1,,monobactam,949,97,97,96,20,66,5,-1,20
ARO:3001815,38215,856,1663,ACC-1,ACC-1,CAB46491.1,AJ133121.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1,,penicillin beta-lactam,949,97,97,96,20,66,5,-1,29
ARO:3006228,44690,6498,4123,ACC-1a,ACC-1a,WP_039189232.1,NG_048589.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1a,,cephalosporin,4148,98,98,97,20,66,5,-1,6
ARO:3006228,44690,6498,4123,ACC-1a,ACC-1a,WP_039189232.1,NG_048589.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1a,,monobactam,4148,98,98,97,20,66,5,-1,20
ARO:3006228,44690,6498,4123,ACC-1a,ACC-1a,WP_039189232.1,NG_048589.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1a,,penicillin beta-lactam,4148,98,98,97,20,66,5,-1,29
ARO:3006229,44691,6499,4124,ACC-1b,ACC-1b,WP_063857697.1,NG_048590.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1b,,cephalosporin,4149,99,99,98,20,66,5,-1,6
ARO:3006229,44691,6499,4124,ACC-1b,ACC-1b,WP_063857697.1,NG_048590.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1b,,monobactam,4149,99,99,98,20,66,5,-1,20
ARO:3006229,44691,6499,4124,ACC-1b,ACC-1b,WP_063857697.1,NG_048590.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1b,,penicillin beta-lactam,4149,99,99,98,20,66,5,-1,29
ARO:3006230,44692,6500,4125,ACC-1c,ACC-1c,WP_063857698.1,NG_048591.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1c,,cephalosporin,4150,100,100,99,20,66,5,-1,6
ARO:3006230,44692,6500,4125,ACC-1c,ACC-1c,WP_063857698.1,NG_048591.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1c,,monobactam,4150,100,100,99,20,66,5,-1,20
ARO:3006230,44692,6500,4125,ACC-1c,ACC-1c,WP_063857698.1,NG_048591.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1c,,penicillin beta-lactam,4150,100,100,99,20,66,5,-1,29
ARO:3006231,44693,6501,4126,ACC-1d,ACC-1d,WP_008815550.1,NG_048592.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1d,,cephalosporin,4151,101,101,100,20,66,5,-1,6
ARO:3006231,44693,6501,4126,ACC-1d,ACC-1d,WP_008815550.1,NG_048592.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1d,,monobactam,4151,101,101,100,20,66,5,-1,20
ARO:3006231,44693,6501,4126,ACC-1d,ACC-1d,WP_008815550.1,NG_048592.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-1d,,penicillin beta-lactam,4151,101,101,100,20,66,5,-1,29
ARO:3001816,38216,1852,2024,ACC-2,ACC-2,AAF86691.1,AF180952.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-2,,cephalosporin,950,102,102,101,20,66,5,-1,6
ARO:3001816,38216,1852,2024,ACC-2,ACC-2,AAF86691.1,AF180952.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-2,,monobactam,950,102,102,101,20,66,5,-1,20
ARO:3001816,38216,1852,2024,ACC-2,ACC-2,AAF86691.1,AF180952.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-2,,penicillin beta-lactam,950,102,102,101,20,66,5,-1,29
ARO:3001817,38217,1910,1422,ACC-3,ACC-3,AAF86697.1,AF180958.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-3,,cephalosporin,951,103,103,102,20,66,5,-1,6
ARO:3001817,38217,1910,1422,ACC-3,ACC-3,AAF86697.1,AF180958.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-3,,monobactam,951,103,103,102,20,66,5,-1,20
ARO:3001817,38217,1910,1422,ACC-3,ACC-3,AAF86697.1,AF180958.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-3,,penicillin beta-lactam,951,103,103,102,20,66,5,-1,29
ARO:3001818,38218,8175,406,ACC-4,ACC-4,ABP49606.1,EF504260.2,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-4,,cephalosporin,952,104,104,103,20,66,5,-1,6
ARO:3001818,38218,8175,406,ACC-4,ACC-4,ABP49606.1,EF504260.2,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-4,,monobactam,952,104,104,103,20,66,5,-1,20
ARO:3001818,38218,8175,406,ACC-4,ACC-4,ABP49606.1,EF504260.2,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-4,,penicillin beta-lactam,952,104,104,103,20,66,5,-1,29
ARO:3001819,38219,778,1865,ACC-5,ACC-5,CCK86740.1,HE819401.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-5,,cephalosporin,953,105,105,104,20,66,5,-1,6
ARO:3001819,38219,778,1865,ACC-5,ACC-5,CCK86740.1,HE819401.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-5,,monobactam,953,105,105,104,20,66,5,-1,20
ARO:3001819,38219,778,1865,ACC-5,ACC-5,CCK86740.1,HE819401.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-5,,penicillin beta-lactam,953,105,105,104,20,66,5,-1,29
ARO:3006232,44694,6502,4127,ACC-7,ACC-7,WP_099156055.1,NG_055669.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-7,,cephalosporin,4152,106,106,105,20,66,5,-1,6
ARO:3006232,44694,6502,4127,ACC-7,ACC-7,WP_099156055.1,NG_055669.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-7,,monobactam,4152,106,106,105,20,66,5,-1,20
ARO:3006232,44694,6502,4127,ACC-7,ACC-7,WP_099156055.1,NG_055669.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-7,,penicillin beta-lactam,4152,106,106,105,20,66,5,-1,29
ARO:3006233,44695,6503,4128,ACC-8,ACC-8,WP_188331862.1,NG_070728.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-8,,cephalosporin,4153,107,107,106,20,66,5,-1,6
ARO:3006233,44695,6503,4128,ACC-8,ACC-8,WP_188331862.1,NG_070728.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-8,,monobactam,4153,107,107,106,20,66,5,-1,20
ARO:3006233,44695,6503,4128,ACC-8,ACC-8,WP_188331862.1,NG_070728.1,ACC beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,ACC-8,,penicillin beta-lactam,4153,107,107,106,20,66,5,-1,29
ARO:3004359,41531,4259,2874,ACI-1,ACI-1,CAB51471.1,AJ007350.1,ACI beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACI-1,,cephalosporin,2727,108,108,107,21,67,5,-1,6
ARO:3004359,41531,4259,2874,ACI-1,ACI-1,CAB51471.1,AJ007350.1,ACI beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACI-1,,penicillin beta-lactam,2727,108,108,107,21,67,5,-1,29
ARO:3004573,42487,5139,3277,Acinetobacter baumannii AbaF,Acinetobacter baumannii AbaF,ABO11759.2,CP000521.1,major facilitator superfamily (MFS) antibiotic efflux pump,phosphonic acid antibiotic,antibiotic efflux,Abau_AbaF,,phosphonic acid antibiotic,2800,690,690,689,474,146,0,-1,32
ARO:3004574,42490,5314,3278,Acinetobacter baumannii AbaQ,Acinetobacter baumannii AbaQ,ACJ41547.2,CP001182.2,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,Abau_AbaQ,,fluoroquinolone antibiotic,2801,691,691,690,474,88,0,-1,12
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,aminoglycoside antibiotic,2804,692,692,691,503,16,0,-1,1
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,carbapenem,2804,692,692,691,503,16,0,-1,5
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,cephalosporin,2804,692,692,691,503,16,0,-1,6
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,disinfecting agents and antiseptics,2804,692,692,691,503,16,0,-1,10
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,glycylcycline,2804,692,692,691,503,16,0,-1,15
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,penicillin beta-lactam,2804,692,692,691,503,16,0,-1,29
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,tetracycline antibiotic,2804,692,692,691,503,16,0,-1,44
ARO:3003796,40481,3566,2300,Acinetobacter baumannii ampC beta-lactamase,Acinetobacter baumannii ampC beta-lactamase,ACJ42146.1,CP001182.1,ampC-type beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Abau_ampC_BLA,,cephalosporin,2471,695,695,694,357,67,5,-1,6
ARO:3003796,40481,3566,2300,Acinetobacter baumannii ampC beta-lactamase,Acinetobacter baumannii ampC beta-lactamase,ACJ42146.1,CP001182.1,ampC-type beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Abau_ampC_BLA,,penicillin beta-lactam,2471,695,695,694,357,67,5,-1,29
ARO:3004577,42497,5144,3280,Acinetobacter baumannii AmvA,Acinetobacter baumannii AmvA,ACQ82816.1,FJ911554.1,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;macrolide antibiotic,antibiotic efflux,Abau_AmvA,,disinfecting agents and antiseptics,2803,693,693,692,474,82,0,-1,10
ARO:3004577,42497,5144,3280,Acinetobacter baumannii AmvA,Acinetobacter baumannii AmvA,ACQ82816.1,FJ911554.1,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;macrolide antibiotic,antibiotic efflux,Abau_AmvA,,macrolide antibiotic,2803,693,693,692,474,82,0,-1,18
ARO:3003817,40507,4623,2314,Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones,Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones,AJF82744.1,CP010781.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Abau_gyrA_FLO,,fluoroquinolone antibiotic,2483,696,696,695,428,97,7,-1,12
