ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,ARO Category,drug_class_list
ARO:3002620,39020,280,69,aadA23,aadA23,CAH10847.1,AJ809407.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA23,,aminoglycoside antibiotic
ARO:3002621,39021,330,1682,aadA24,aadA24,ABG72894.1,DQ677333.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA24,,aminoglycoside antibiotic
ARO:3003197,39780,3329,642,aadA25,aadA25,AET15272.1,CP003022.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA25,,aminoglycoside antibiotic
ARO:3004682,42731,5567,3381,aadA27,aadA27,CTQ57092.1,LN873256.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA27,,aminoglycoside antibiotic
ARO:3002603,39003,8168,1539,aadA3,aadA3,AAC14728.1,AF047479.2,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA3,,aminoglycoside antibiotic
ARO:3002604,39004,408,120,aadA4,aadA4,AAN34365.1,AY138986.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA4,,aminoglycoside antibiotic
ARO:3002605,39005,471,1420,aadA5,aadA5,AAF17880.1,AF137361.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA5,,aminoglycoside antibiotic
ARO:3002606,39006,199,2009,aadA6,aadA6,CAJ32504.1,AM087411.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA6,,aminoglycoside antibiotic
ARO:3002622,39022,409,1242,aadA6/aadA10,aadA6/aadA10,CAJ32491.1,AM087405.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA6/aadA10,,aminoglycoside antibiotic
ARO:3002607,39007,516,1464,aadA7,aadA7,BAD00739.1,AB114632.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA7,,aminoglycoside antibiotic
ARO:3002608,39008,558,2043,aadA8,aadA8,AAN41439.1,AY139603.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA8,,aminoglycoside antibiotic
ARO:3004704,42757,5587,3399,aadA8b,aadA8b,CAJ13568.1,AM040708.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA8b,,aminoglycoside antibiotic
ARO:3002609,39009,4491,323,aadA9,aadA9,ABG49324.1,DQ390458.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA9,,aminoglycoside antibiotic
ARO:3002627,39027,4533,426,aadK,aadK,CAB14620.1,AL009126.1,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,aadK,,aminoglycoside antibiotic
ARO:3004683,42732,5568,3382,aadS,aadS,AAA27459.1,M72415.1,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,aadS,,aminoglycoside antibiotic
ARO:3003942,40695,4691,2416,abcA,abcA,XP_753111.1,XM_748018.1,ATP-binding cassette (ABC) antibiotic efflux pump,cephalosporin;moenomycin antibiotic;penicillin beta-lactam;peptide antibiotic,antibiotic efflux,abcA,,cephalosporin
ARO:3003942,40695,4691,2416,abcA,abcA,XP_753111.1,XM_748018.1,ATP-binding cassette (ABC) antibiotic efflux pump,cephalosporin;moenomycin antibiotic;penicillin beta-lactam;peptide antibiotic,antibiotic efflux,abcA,,moenomycin antibiotic
ARO:3003942,40695,4691,2416,abcA,abcA,XP_753111.1,XM_748018.1,ATP-binding cassette (ABC) antibiotic efflux pump,cephalosporin;moenomycin antibiotic;penicillin beta-lactam;peptide antibiotic,antibiotic efflux,abcA,,penicillin beta-lactam
ARO:3003942,40695,4691,2416,abcA,abcA,XP_753111.1,XM_748018.1,ATP-binding cassette (ABC) antibiotic efflux pump,cephalosporin;moenomycin antibiotic;penicillin beta-lactam;peptide antibiotic,antibiotic efflux,abcA,,peptide antibiotic
ARO:3000753,37133,8212,1368,abeM,abeM,BAD89844.2,AB204810.2,multidrug and toxic compound extrusion (MATE) transporter,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,abeM,,disinfecting agents and antiseptics
ARO:3000753,37133,8212,1368,abeM,abeM,BAD89844.2,AB204810.2,multidrug and toxic compound extrusion (MATE) transporter,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,abeM,,fluoroquinolone antibiotic
ARO:3004574,42490,5314,3278,Acinetobacter baumannii AbaQ,Acinetobacter baumannii AbaQ,ACJ41547.2,CP001182.2,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,Abau_AbaQ,,fluoroquinolone antibiotic
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,aminoglycoside antibiotic
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,carbapenem
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,cephalosporin
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,disinfecting agents and antiseptics
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,glycylcycline
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,penicillin beta-lactam
ARO:3004578,42502,5148,3281,Acinetobacter baumannii AbuO,Acinetobacter baumannii AbuO,WP_001985623.1,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Abau_AbuO,,tetracycline antibiotic
ARO:3003817,40507,4623,2314,Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones,Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones,AJF82744.1,CP010781.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Abau_gyrA_FLO,,fluoroquinolone antibiotic
ARO:3003817,40507,4623,2314,Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones,Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones,AJF82744.1,CP010781.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Abau_gyrA_FLO,,nybomycin-like antibiotic
ARO:3003818,40508,6039,2315,Acinetobacter baumannii parC conferring resistance to fluoroquinolones,Acinetobacter baumannii parC conferring resistance to fluoroquinolones,WP_000202252.1,NZ_CP009257.1,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,Abau_parC_FLO,,fluoroquinolone antibiotic
ARO:3000216,36355,5485,1104,acrB,acrB,AAC73564.1,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,acrB,,cephalosporin
ARO:3000216,36355,5485,1104,acrB,acrB,AAC73564.1,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,acrB,,disinfecting agents and antiseptics
ARO:3000216,36355,5485,1104,acrB,acrB,AAC73564.1,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,acrB,,fluoroquinolone antibiotic
ARO:3000216,36355,5485,1104,acrB,acrB,AAC73564.1,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,acrB,,glycylcycline
ARO:3000216,36355,5485,1104,acrB,acrB,AAC73564.1,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,acrB,,penicillin beta-lactam
ARO:3000216,36355,5485,1104,acrB,acrB,AAC73564.1,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,acrB,,phenicol antibiotic
ARO:3000216,36355,5485,1104,acrB,acrB,AAC73564.1,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,acrB,,rifamycin antibiotic
ARO:3000216,36355,5485,1104,acrB,acrB,AAC73564.1,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,acrB,,tetracycline antibiotic
ARO:3000491,36630,5517,1427,acrD,acrD,BAA16344.1,AP009048.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux,acrD,,aminoglycoside antibiotic
ARO:3000499,36638,333,1445,AcrE,AcrE,AAC76297.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;penicillin beta-lactam,antibiotic efflux,AcrE,,cephalosporin
ARO:3000499,36638,333,1445,AcrE,AcrE,AAC76297.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;penicillin beta-lactam,antibiotic efflux,AcrE,,fluoroquinolone antibiotic
ARO:3000499,36638,333,1445,AcrE,AcrE,AAC76297.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;penicillin beta-lactam,antibiotic efflux,AcrE,,penicillin beta-lactam
ARO:3000502,36641,700,1437,AcrF,AcrF,AAC76298.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;penicillin beta-lactam,antibiotic efflux,AcrF,,cephalosporin
ARO:3000502,36641,700,1437,AcrF,AcrF,AAC76298.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;penicillin beta-lactam,antibiotic efflux,AcrF,,fluoroquinolone antibiotic
ARO:3000502,36641,700,1437,AcrF,AcrF,AAC76298.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;penicillin beta-lactam,antibiotic efflux,AcrF,,penicillin beta-lactam
ARO:3000656,37000,4558,520,AcrS,AcrS,AAC76296.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,AcrS,,cephalosporin
ARO:3000656,37000,4558,520,AcrS,AcrS,AAC76296.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,AcrS,,disinfecting agents and antiseptics
ARO:3000656,37000,4558,520,AcrS,AcrS,AAC76296.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,AcrS,,fluoroquinolone antibiotic
ARO:3000656,37000,4558,520,AcrS,AcrS,AAC76296.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,AcrS,,glycylcycline
ARO:3000656,37000,4558,520,AcrS,AcrS,AAC76296.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,AcrS,,penicillin beta-lactam
ARO:3000656,37000,4558,520,AcrS,AcrS,AAC76296.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,AcrS,,phenicol antibiotic
ARO:3000656,37000,4558,520,AcrS,AcrS,AAC76296.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,AcrS,,rifamycin antibiotic
ARO:3000656,37000,4558,520,AcrS,AcrS,AAC76296.1,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,AcrS,,tetracycline antibiotic
ARO:3000777,37157,6250,153,adeF,adeF,CAJ77856.1,CT025801.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,adeF,,fluoroquinolone antibiotic
ARO:3000777,37157,6250,153,adeF,adeF,CAJ77856.1,CT025801.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,adeF,,tetracycline antibiotic
ARO:3000778,37158,6249,1226,adeG,adeG,CAJ77857.1,CT025800.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,adeG,,fluoroquinolone antibiotic
ARO:3000778,37158,6249,1226,adeG,adeG,CAJ77857.1,CT025800.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,adeG,,tetracycline antibiotic
ARO:3000779,37159,4253,542,adeH,adeH,CAJ77855.1,CT025802.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,adeH,,fluoroquinolone antibiotic
ARO:3000779,37159,4253,542,adeH,adeH,CAJ77855.1,CT025802.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,adeH,,tetracycline antibiotic
ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeI,,carbapenem
ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeI,,cephalosporin
ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeI,,diaminopyrimidine antibiotic
ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeI,,fluoroquinolone antibiotic
ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeI,,lincosamide antibiotic
ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeI,,macrolide antibiotic
ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeI,,penicillin beta-lactam
ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeI,,phenicol antibiotic
ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeI,,rifamycin antibiotic
ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeI,,tetracycline antibiotic
ARO:3000781,37161,1,630,adeJ,adeJ,AAX14802.1,AY769962.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeJ,,carbapenem
ARO:3000781,37161,1,630,adeJ,adeJ,AAX14802.1,AY769962.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeJ,,cephalosporin
ARO:3000781,37161,1,630,adeJ,adeJ,AAX14802.1,AY769962.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeJ,,diaminopyrimidine antibiotic
ARO:3000781,37161,1,630,adeJ,adeJ,AAX14802.1,AY769962.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeJ,,fluoroquinolone antibiotic
ARO:3000781,37161,1,630,adeJ,adeJ,AAX14802.1,AY769962.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeJ,,lincosamide antibiotic
ARO:3000781,37161,1,630,adeJ,adeJ,AAX14802.1,AY769962.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeJ,,macrolide antibiotic
ARO:3000781,37161,1,630,adeJ,adeJ,AAX14802.1,AY769962.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeJ,,penicillin beta-lactam
ARO:3000781,37161,1,630,adeJ,adeJ,AAX14802.1,AY769962.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeJ,,phenicol antibiotic
ARO:3000781,37161,1,630,adeJ,adeJ,AAX14802.1,AY769962.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,adeJ,,rifamycin antibiotic
